OBJECT_ID,TERM,LAYER
20,Northeast Phila Airport (Philadelphia neighborhood),neighborhood
21,Modena (Philadelphia neighborhood),neighborhood
22,Morrell Park (Philadelphia neighborhood),neighborhood
23,Millbrook (Philadelphia neighborhood),neighborhood
24,Crestmont Farms (Philadelphia neighborhood),neighborhood
25,Academy Gardens (Philadelphia neighborhood),neighborhood
26,Pennypack (Philadelphia neighborhood),neighborhood
27,Aston-Woodbridge (Philadelphia neighborhood),neighborhood
28,Pennypack Woods (Philadelphia neighborhood),neighborhood
29,Winchester Park (Philadelphia neighborhood),neighborhood
30,Torresdale (Philadelphia neighborhood),neighborhood
31,Lexington Park (Philadelphia neighborhood),neighborhood
32,Rhawnhurst (Philadelphia neighborhood),neighborhood
33,Fox Chase (Philadelphia neighborhood),neighborhood
34,Burholme (Philadelphia neighborhood),neighborhood
35,Oxford Circle (Philadelphia neighborhood),neighborhood
36,Summerdale (Philadelphia neighborhood),neighborhood
37,Crescentville (Philadelphia neighborhood),neighborhood
38,Lawndale (Philadelphia neighborhood),neighborhood
39,Northwood (Philadelphia neighborhood),neighborhood
40,Holmesburg (Philadelphia neighborhood),neighborhood
41,Frankford (Philadelphia neighborhood),neighborhood
42,Mayfair (Philadelphia neighborhood),neighborhood
43,Tacony (Philadelphia neighborhood),neighborhood
44,Wissinoming (Philadelphia neighborhood),neighborhood
45,Andorra (Philadelphia neighborhood),neighborhood
46,Upper Roxborough (Philadelphia neighborhood),neighborhood
47,Dearnley Park (Philadelphia neighborhood),neighborhood
48,Roxborough Park (Philadelphia neighborhood),neighborhood
49,Germany Hill (Philadelphia neighborhood),neighborhood
50,Wissahickon Hills (Philadelphia neighborhood),neighborhood
51,Roxborough (Philadelphia neighborhood),neighborhood
52,Manayunk (Philadelphia neighborhood),neighborhood
53,Wissahickon (Philadelphia neighborhood),neighborhood
54,East Germantown (Philadelphia neighborhood),neighborhood
55,Germantown - Morton (Philadelphia neighborhood),neighborhood
56,West Central Germantown (Philadelphia neighborhood),neighborhood
57,Germantown - Penn Knox (Philadelphia neighborhood),neighborhood
58,Germantown - Westside (Philadelphia neighborhood),neighborhood
59,Southwest Germantown (Philadelphia neighborhood),neighborhood
60,Ogontz (Philadelphia neighborhood),neighborhood
61,Wister (Philadelphia neighborhood),neighborhood
62,Nicetown (Philadelphia neighborhood),neighborhood
63,Tioga (Philadelphia neighborhood),neighborhood
64,Allegheny West (Philadelphia neighborhood),neighborhood
65,Glenwood (Philadelphia neighborhood),neighborhood
66,Fern Rock (Philadelphia neighborhood),neighborhood
67,East Oak Lane (Philadelphia neighborhood),neighborhood
68,Melrose Park Gardens (Philadelphia neighborhood),neighborhood
69,Franklinville (Philadelphia neighborhood),neighborhood
70,Feltonville (Philadelphia neighborhood),neighborhood
71,Richmond (Philadelphia neighborhood),neighborhood
72,Port Richmond (Philadelphia neighborhood),neighborhood
73,Hunting Park (Philadelphia neighborhood),neighborhood
74,Juniata Park (Philadelphia neighborhood),neighborhood
75,Harrowgate (Philadelphia neighborhood),neighborhood
76,Fairhill (Philadelphia neighborhood),neighborhood
77,Upper Kensington (Philadelphia neighborhood),neighborhood
78,McGuire (Philadelphia neighborhood),neighborhood
79,Stanton (Philadelphia neighborhood),neighborhood
80,Brewerytown (Philadelphia neighborhood),neighborhood
81,Sharswood (Philadelphia neighborhood),neighborhood
82,North Central (Philadelphia neighborhood),neighborhood
83,Yorktown (Philadelphia neighborhood),neighborhood
84,Ludlow (Philadelphia neighborhood),neighborhood
85,Hartranft (Philadelphia neighborhood),neighborhood
86,West Kensington (Philadelphia neighborhood),neighborhood
87,Fishtown - Lower Kensington (Philadelphia neighborhood),neighborhood
88,Old Kensington (Philadelphia neighborhood),neighborhood
89,Northern Liberties (Philadelphia neighborhood),neighborhood
90,Logan (Philadelphia neighborhood),neighborhood
91,Society Hill (Philadelphia neighborhood),neighborhood
92,Old City (Philadelphia neighborhood),neighborhood
93,Chinatown (Philadelphia neighborhood),neighborhood
94,Center City East (Philadelphia neighborhood),neighborhood
95,Washington Square West (Philadelphia neighborhood),neighborhood
96,Fairmount (Philadelphia neighborhood),neighborhood
97,Francisville (Philadelphia neighborhood),neighborhood
98,Spring Garden (Philadelphia neighborhood),neighborhood
99,Logan Square (Philadelphia neighborhood),neighborhood
100,Rittenhouse (Philadelphia neighborhood),neighborhood
101,Fitler Square (Philadelphia neighborhood),neighborhood
102,Graduate Hospital (Philadelphia neighborhood),neighborhood
103,Point Breeze (Philadelphia neighborhood),neighborhood
104,Hawthorne (Philadelphia neighborhood),neighborhood
105,Bella Vista (Philadelphia neighborhood),neighborhood
106,Queen Village (Philadelphia neighborhood),neighborhood
107,Dickinson Narrows (Philadelphia neighborhood),neighborhood
108,Passyunk Square (Philadelphia neighborhood),neighborhood
109,Greenwich (Philadelphia neighborhood),neighborhood
110,Lower Moyamensing (Philadelphia neighborhood),neighborhood
111,Whitman (Philadelphia neighborhood),neighborhood
112,Industrial (Philadelphia neighborhood),neighborhood
113,Airport (Philadelphia neighborhood),neighborhood
114,Clearview (Philadelphia neighborhood),neighborhood
115,Penrose (Philadelphia neighborhood),neighborhood
116,Paschall (Philadelphia neighborhood),neighborhood
117,Bartram Village (Philadelphia neighborhood),neighborhood
118,Kingsessing (Philadelphia neighborhood),neighborhood
119,Cobbs Creek (Philadelphia neighborhood),neighborhood
120,Walnut Hill (Philadelphia neighborhood),neighborhood
121,Cedar Park (Philadelphia neighborhood),neighborhood
122,Garden Court (Philadelphia neighborhood),neighborhood
123,Woodland Terrace (Philadelphia neighborhood),neighborhood
124,Spruce Hill (Philadelphia neighborhood),neighborhood
125,Southwest Schuylkill (Philadelphia neighborhood),neighborhood
126,University City (Philadelphia neighborhood),neighborhood
127,Powelton (Philadelphia neighborhood),neighborhood
128,West Powelton (Philadelphia neighborhood),neighborhood
129,East Parkside (Philadelphia neighborhood),neighborhood
130,Belmont (Philadelphia neighborhood),neighborhood
131,Haverford North (Philadelphia neighborhood),neighborhood
132,West Parkside (Philadelphia neighborhood),neighborhood
133,Mill Creek (Philadelphia neighborhood),neighborhood
134,Dunlap (Philadelphia neighborhood),neighborhood
135,Mantua (Philadelphia neighborhood),neighborhood
136,Haddington (Philadelphia neighborhood),neighborhood
137,Carroll Park (Philadelphia neighborhood),neighborhood
138,Overbrook (Philadelphia neighborhood),neighborhood
139,Wynnefield Heights (Philadelphia neighborhood),neighborhood
140,Callowhill (Philadelphia neighborhood),neighborhood
141,West Poplar (Philadelphia neighborhood),neighborhood
142,East Poplar (Philadelphia neighborhood),neighborhood
143,Strawberry Mansion (Philadelphia neighborhood),neighborhood
144,East Park (Philadelphia neighborhood),neighborhood
145,Wynnefield (Philadelphia neighborhood),neighborhood
146,West Park (Philadelphia neighborhood),neighborhood
147,Normandy Village (Philadelphia neighborhood),neighborhood
148,Stadium District (Philadelphia neighborhood),neighborhood
149,Navy Yard (Philadelphia neighborhood),neighborhood
150,East Kensington (Philadelphia neighborhood),neighborhood
151,Elmwood (Philadelphia neighborhood),neighborhood
152,Girard Estates (Philadelphia neighborhood),neighborhood
153,Eastwick (Philadelphia neighborhood),neighborhood
154,Packer Park (Philadelphia neighborhood),neighborhood
155,Pennsport (Philadelphia neighborhood),neighborhood
156,Newbold (Philadelphia neighborhood),neighborhood
157,West Passyunk (Philadelphia neighborhood),neighborhood
158,East Passyunk (Philadelphia neighborhood),neighborhood
